date,Temp,Precipitation,Wind,Snow,Sens_Temp,Holiday,Count
2024-10-01 9:00,21.4,0.0,0.4,0.0,23.36187973,0.0,127.0
2024-10-01 10:00,20.2,0.0,3.7,0.0,20.5886037,0.0,147.0
2024-10-01 11:00,19.1,1.9,1.1,0.0,20.25854176,0.0,168.0
2024-10-01 12:00,18.8,0.0,3.0,0.0,19.07401949,0.0,282.0
2024-10-01 13:00,18.3,0.1,2.7,0.0,18.57379812,0.0,349.0
2024-10-01 14:00,17.4,0.0,1.6,0.0,18.01763154,0.0,461.0
2024-10-01 15:00,17.5,0.0,2.0,0.0,17.91910705,0.0,469.0
2024-10-01 16:00,17.8,0.0,1.9,0.0,18.31702572,0.0,546.0
2024-10-01 17:00,17.2,0.0,2.3,0.0,17.42840923,0.0,591.0
2024-10-01 18:00,16.5,0.0,1.6,0.0,16.98605184,0.0,595.0
2024-10-01 19:00,15.9,0.0,1.0,0.0,16.78395219,0.0,429.0
2024-10-01 20:00,15.2,0.0,1.4,0.0,15.64545789,0.0,417.0
2024-10-01 21:00,14.2,0.0,1.8,0.0,14.20529583,0.0,316.0
2024-10-01 22:00,13.6,0.0,1.7,0.0,13.58496977,0.0,184.0
2024-10-01 23:00,12.9,0.0,2.8,0.0,12.08437307,0.0,101.0
2024-10-02 0:00,12.4,0.0,1.3,0.0,12.56568942,0.0,2.0
2024-10-02 5:00,11.2,0.0,1.1,0.0,11.44476634,0.0,21.0
2024-10-02 6:00,11.4,0.0,1.3,0.0,11.4366351,0.0,42.0
2024-10-02 7:00,12.9,0.0,0.2,0.0,15.20248386,0.0,168.0
2024-10-02 8:00,14.3,0.0,1.3,0.0,14.71089263,0.0,296.0
2024-10-02 9:00,15.4,0.0,2.5,0.0,15.20963873,0.0,146.0
2024-10-02 10:00,16.3,0.0,3.6,0.0,15.8571678,0.0,122.0
2024-10-02 11:00,19.3,0.0,3.4,0.0,19.56483675,0.0,181.0
2024-10-02 12:00,20.0,0.0,2.6,0.0,20.6300286,0.0,267.0
2024-10-02 13:00,20.4,0.0,4.0,0.0,20.77057796,0.0,324.0
2024-10-02 14:00,20.7,0.0,2.9,0.0,21.38231737,0.0,384.0
2024-10-02 15:00,20.3,0.0,2.1,0.0,21.14617292,0.0,435.0
2024-10-02 16:00,18.9,0.0,2.7,0.0,19.28900927,0.0,515.0
2024-10-02 17:00,16.5,0.0,1.6,0.0,16.98605184,0.0,677.0
2024-10-02 18:00,14.6,0.0,2.1,0.0,14.47983505,0.0,931.0
2024-10-02 19:00,13.6,0.0,0.1,0.0,16.49624061,0.0,467.0
2024-10-02 20:00,13.3,0.0,1.4,0.0,13.48875202,0.0,437.0
